6,3.0,120.3,0.43
6,4.0,128.17,0.46
7,0.0,110.04,0.55
7,1.0,127.07,0.46
7,2.0,99.9,0.59
7,3.0,122.5,0.5
7,4.0,115.51,0.5
8,0.0,96.79,0.64
8,1.0,116.57,0.5
8,2.0,93.47,0.69
8,3.0,114.52,0.58
8,4.0,116.32,0.52
9,0.0,93.63,0.68
9,1.0,130.59,0.51
9,2.0,71.42,0.72
9,3.0,108.43,0.59
9,4.0,118.46,0.6
10,0.0,88.32,0.72
10,1.0,128.46,0.59
10,2.0,71.14,0.74
10,3.0,108.75,0.61
10,4.0,109.55,0.64
11,0.0,72.76,0.77
11,1.0,121.56,0.61
11,2.0,70.94,0.78
11,3.0,106.02,0.71
11,4.0,102.54,0.71
12,0.0,67.3,0.79
12,1.0,125.65,0.67
12,2.0,72.44,0.8
12,3.0,97.44,0.78
12,4.0,89.95,0.76
1,0.0,144.9,0.12
1,1.0,204.15,0.12
1,2.0,110.55,0.14
1,3.0,113.75,0.16
1,4.0,61.1,0.16
2,0.0,129.73,0.26
2,1.0,129.53,0.23
2,2.0,127.26,0.31
2,3.0,123.57,0.27
2,4.0,124.36,0.3
3,0.0,119.75,0.39
3,1.0,135.25,0.34
3,2.0,114.25,0.5
3,3.0,121.29,0.38
3,4.0,122.22,0.44
4,0.0,127.27,0.56
4,1.0,135.81,0.44
4,2.0,104.16,0.58
4,3.0,129.06,0.49
4,4.0,116.46,0.46
5,0.0,109.79,0.65
5,1.0,138.09,0.56
5,2.0,105.11,0.63
5,3.0,126.33,0.54
5,4.0,133.42,0.63
6,0.0,103.86,0.75
6,1.0,124.51,0.66
6,2.0,115.26,0.79
6,3.0,129.69,0.68
6,4.0,109.03,0.69
7,0.0,102.92,0.78
7,1.0,139.75,0.73
7,2.0,80.56,0.91
7,3.0,129.02,0.8
7,4.0,124.64,0.78
8,0.0,116.54,0.88
8,1.0,149.9,0.82
8,2.0,54.74,1.0
8,3.0,111.29,0.86
8,4.0,125.43,0.82
9,0.0,108.58,0.96
9,1.0,157.65,0.86
9,2.0,0.0,1.0
9,3.0,127.32,0.88
9,4.0,155.46,0.83
10,0.0,49.52,1.0
10,1.0,164.24,0.86
10,2.0,0.0,1.0
10,3.0,134.1,0.89
10,4.0,201.15,0.83
11,0.0,0.0,1.0
11,1.0,180.64,0.86
11,2.0,0.0,1.0
11,3.0,139.37,0.89
11,4.0,229.0,0.83
12,0.0,0.0,1.0
12,1.0,180.64,0.86
12,2.0,0.0,1.0
12,3.0,139.37,0.89
12,4.0,229.0,0.83
1,0.0,14.75,0.11
1,1.0,31.75,0.18
1,2.0,9.35,0.12
1,3.0,8.56,0.22
1,4.0,12.85,0.05
2,0.0,15.88,0.25
2,1.0,14.7,0.26
2,2.0,15.76,0.3
2,3.0,13.99,0.33
2,4.0,16.92,0.05
